505,Barnard Hughes,89
506,Barney Clark,85
507,Barney Frank,18
508,Barret Oliver,312
509,Barry Bostwick,456
510,Barry Corbin,883
511,Barry Dennen,29
512,Barry Fitzgerald,137
513,Barry Lynch,5
514,Barry Shabaka Henley,232
515,Barry Watson,526
516,Bart Shatto,124
517,Bart the Bear,904
518,Bashar Rahal,603
519,Basher Savage,23
520,Basil Rathbone,659
521,Béatrice Bonifassi,0
522,Béatrice Dalle,133
523,Beatrice Ntuba,0
524,Beatrice Straight,75
525,Beau Bridges,552
526,Beau Garrett,689
527,Beau Knapp,236
528,Beau Mirchoff,2000
529,Bebe Neuwirth,376
530,Behrouz Vossoughi,324
531,Belén Rueda,273
532,Belinda Stewart-Wilson,223
533,Bella Heathcote,860
534,Bella Thorne,35000
535,Ben Browder,878
536,Ben Chaplin,258
537,Ben Crompton,257
538,Ben Cross,303
539,Ben Daniels,585
540,Ben Davies,690
541,Ben Diskin,20
542,Benedict Cumberbatch,19000
543,Benedict Wong,372
544,Ben Falcone,265
545,Ben Feldman,1000
546,Ben Gazzara,623
547,Benjamin A. Onyango,634
548,Benjamin Fletcher,0
549,Benjamin J. Cain Jr.,73
550,Benjamin Walker,911
551,Ben Johnson,230
552,Ben Mendelsohn,748
553,Ben Miles,119
554,Ben Miller,252
555,Benno Fürmann,127
556,Benoît Magimel,173
557,Benoît Poelvoorde,86
558,Ben Platt,746
559,Ben Schwartz,463
560,Ben Stein,227
561,Ben Vereen,388
562,Ben Youcef,434
563,Bérénice Bejo,996
564,Bergüzar Korel,197
565,Bernadette Peters,753
566,Bernard Cribbins,195
567,Bernard Fox,246
568,Bernard Hill,416
569,Bernardo Saracino,221
570,Bern Cohen,805
571,Bernie Casey,180
572,Bernie Mac,1000
573,Bernie Sanders,173
574,Bertrand Cantat,0
575,Bess Armstrong,83
576,Bessie Love,28
577,Bethany Blakey,45
578,Bethany Joy Lenz,855
579,Beth Broderick,209
580,Beth Grant,628
581,Beth Riesgraf,718
582,Betsy Baker,66
583,Betsy Palmer,309
584,Betsy Russell,298
585,Betty Hutton,83
586,Beverly D'Angelo,816
587,Beverly Randolph,358
588,Bex Taylor-Klaus,460
589,Bhama,5
590,Bhavkhandan Singh Rakhra,258
591,Bhole Baba,0
592,Bhoomika Chawla,45
593,Bianca Brigitte VanDamme,663
594,Bianca Collins,47
595,Bianca Kajlich,731
596,Big Budah,34
597,Bill Allen,36
598,Bill Bailey,175
599,Bill Baird,0
600,Bill Clinton,184
601,Bill Cobbs,970
602,Bill Duke,1000
603,Bill Erwin,191
604,Bill Fagerbakke,542
605,Bill Farmer,93
606,Bill Hickman,78
607,Bill Hunter,226
608,Billie Burke,357
609,Billie Whitelaw,108
610,Bill Irwin,471
611,Bill Johnson,237
612,Bill Lake,18
613,Bill Maher,334
614,Bill Martone,2
615,Bill Melendez,36
616,Bill Murray,13000
617,Bill Nunn,182
618,Bill Paterson,142
619,Billy Aaron Brown,177
620,Billy Barty,281
621,Billy Blair,541
622,Billy Boyd,857
623,Billy Brown,536
624,Billy Burke,2000
625,Billy Campbell,789
626,Billy Crudup,745
627,Billy Drago,371
628,Billy Gardell,245
629,Billy Gilbert,47
630,Billy West,861
631,Bingbing Fan,556
632,Bingbing Li,974
633,Bin Won,517
634,Bipasha Basu,282
635,Birgitte Hjort Sørensen,1000
636,Birol Ünel,269
637,B.J. Novak,825
638,Björk,322
639,Björn Hlynur Haraldsson,51
640,Bjørn Sundquist,35
641,Black Thomas,104
642,Blaine Anderson,31
643,Blair Brown,310
644,Blair Underwood,685
645,Blake Lindsley,31
646,Blake Ritson,432
647,Blanchard Ryan,48
648,Blythe Auffarth,76
649,Blythe Danner,713
650,Bob Balaban,559
651,Bobb'e J. Thompson,526
652,Bobbie Phillips,16000
653,Bobby Batson,849
654,Bobby Block,21
655,Bobby Brown,77
656,Bobby Campo,292
657,Bobby Coleman,360
658,Bobby Deol,89
659,Bobby Kendall,0
660,Bobby Lee,176
661,Bobby Moynihan,311
662,Bob Clendenin,347
663,Bob Costas,69
664,Bob Dole,2
665,Bob Dylan,476
666,Bob Eubanks,42
667,Bob Gunton,461
668,Bob Hastings,253
669,Bob Hoskins,5000
670,Bob Marley,184
671,Bob Neill,2
672,Bob Newhart,643
673,Bob Peck,191
674,Bob Proctor,8
675,Bob Ross,197
676,Bob Saget,799
677,Bo Huang,4
678,Bojana Novakovic,2000
679,Bokeem Woodbine,904
680,Bolaji Badejo,513
681,Bolo Yeung,633
682,Boman Irani,154
683,Bonnie Henna,15
684,Bonnie Hunt,597
685,Bonnie Lee Bouman,11
686,Bonnie Somerville,246
687,Bono,468
688,Bonz Malone,6
689,Boris Kodjoe,1000
690,Boyd Banks,57
691,Boyd Holbrook,439
692,Boys II Men,41
693,Brad Garrett,799
694,Brad James,559
695,Brad Lee Wind,17
696,Brad Leland,67
697,Bradley Cooper,14000
698,Bradley Pierce,409
699,Bradley Whitford,821
700,Brad Pitt,11000
701,Brad Renfro,551
702,Brad Schmidt,708
703,Brad William Henke,363
704,Brady Corbet,287
705,Braeden Lemasters,212
706,Brahim Achabbakhe,96
707,Brahmanandam,61
708,Brandon Landers,8
709,Brandon Middleton,50
710,Brandon Molale,301
711,Brandon Mychal Smith,218
712,Brandon Smith,106
713,Brandon T. Jackson,918
714,Brandy Norwood,509
715,Branko Djuric,116
716,Breckin Meyer,0
717,Bree Turner,489
718,Bree Williamson,165
719,Brenda Bakke,520
720,Brenda Blethyn,286
721,Brenda Fricker,214
722,Brendan Coyle,418
723,Brendan Doogie Milewski,2
724,Brendan Fehr,847
725,Brendan Fraser,3000
726,Brendan Mackey,5
727,Brendan Sexton III,148
728,Brenda Song,1000
729,Brenda Strong,266
730,Brenda Vaccaro,183
731,Brendon Eggertsen,119
732,Brendon Small,59
733,Brent Anderson,400
734,Brent David Fraser,218
735,Brent Neale,3
736,Brent Sexton,130
737,Brett Cullen,350
738,Brett Wagner,648
739,Brian Anthony Wilson,674
740,Brian Austin Green,676
741,Brian Blessed,591
742,Brian Bosworth,174
743,Brian d'Arcy James,77
744,Brian Dennehy,954
745,Brian Dietzen,251
746,Brian Dorton,171
747,Brian Doyle-Murray,484
748,Brian Eno,30
749,Brían F. O'Byrne,450
750,Brian Geraghty,383
751,Brian Herzlinger,23
752,Brian Howe,76
753,Brian Johnson,128
754,Brian Keith,316
755,Brian Lee Franklin,38
756,Brian McNamara,125
757,Brianna Brown,331
758,Brianne Brozey,15
759,Brian O'Halloran,657
760,Brian Steele,160
761,Brian Stepanek,117
762,Brian Thompson,663
763,Brian Van Holt,324
764,Brian Whitaker,8
765,Bridget Fonda,888
766,Bridgette Wilson-Sampras,545
767,Bridgit Mendler,1000
768,Brighton Sharbino,3000
769,Brigitte Bardot,984
770,Brigitte Helm,136
771,Brigitte Nielsen,312
772,Brion James,403
773,Brit Morgan,206
774,Britney Spears,1000
775,Brittany Curran,512
776,Brittany Daniel,861
777,Britt Ekland,199
778,Brittney Powell,117
779,Brock Baker,297
780,Brock Peters,226
781,Bronagh Gallagher,114
782,Brooke Bundy,54
783,Brooke D'Orsay,271
784,Brooke Newton,779
785,Brooke Shields,1000
786,Brooke Smith,405
787,Brooklynn Proulx,142
788,Bruce Alexander,7
789,Bruce Altman,67
790,Bruce Boxleitner,640
791,Bruce Campbell,298
792,Bruce Davison,505
793,Bruce Dern,844
794,Bruce Dinsmore,51
795,Bruce Gooch,32
796,Bruce Goodchild,15
797,Bruce Green,538
798,Bruce Greenwood,981
799,Bruce Hopkins,46
800,Bruce Kerr,6
801,Bruce McGill,655
802,Bruce Newbold,40
803,Bruce Payne,179
804,Bruce Spence,531
805,Bruce Thomas,183
806,Bruce Vilanch,244
807,Bruce Willis,13000
808,Bruno Campos,223
809,Bruno Ganz,653
810,Bruno Kirby,227
811,Bryan Brown,284
812,Bryan Callen,460
813,Bryan Dick,104
814,Bryce Dallas Howard,3000
815,Bubba Smith,760
816,Bud Cort,394
817,Bunta Sugawara,17
818,Burgess Meredith,1000
819,Burghart Klaußner,43
820,Burl Ives,253
821,Burt Kwouk,462
822,Burt Ward,356
823,Burt Young,683
824,Buster Keaton,907
825,Busy Philipps,1000
826,Buzz Aldrin,142
827,Byron Mann,258
828,Cabrina Collesides,319
829,Caitlin FitzGerald,205
830,Caitlin Stasey,623
831,Caitlyn Jenner,161
832,Caity Lotz,941
833,Caleb Landry Jones,463
834,Callie Thorne,472
835,Callum Blue,738
836,Callum Rennie,716
837,Calvin Lockhart,148
838,Cam Clarke,173
839,Cameron Boyce,915
840,Cameron Bright,829
841,Cameron Mills,694
842,Cameron Monaghan,1000
843,Cameron Rhodes,28
844,Campbell Scott,393
845,Camren Bicondova,756
846,Camryn Manheim,329
847,Candace Kroslak,102
848,Candice Bergen,545
849,Cara Delevingne,548
850,Cara Horgan,18
851,Cara Seymour,71
852,Carel Struycken,436
853,Cariba Heine,351
854,Carla Gallo,798
855,Carlease Burke,210
856,Carl Gilliard,285
857,Carlo Cecchi,2
858,Carlos Alazraqui,307
859,Carlos Bardem,55
860,Carlos Gallardo,121
861,Carlos Lasarte,7
862,Carlos Ponce,591
863,Carl Weathers,794
864,Carly Schroeder,261
865,Carmen Argenziano,338
866,Carmen Ejogo,374
867,Carmen Electra,869
868,Carmen Maura,148
869,Carmen Perez,97
870,Carmine Giovinazzo,432
871,Carol Ann Susi,3000
872,Carol Block,0
873,Carol Channing,387
874,Carole Bouquet,235
875,Caroline Dhavernas,544
876,Caroline Goodall,212
877,Caroline Munro,456
878,Caroline Rhea,271
879,Carol Kane,636
880,Caroll Spinney,142
881,Carol Sutton,251
882,Carolyn Hennesy,191
883,Carrie Bradstreet,466
884,Carrie Henn,626
885,Carrie Preston,652
886,Carroll Baker,208
887,Carroll O'Connor,480
888,Carter Jenkins,701
889,Cary-Hiroyuki Tagawa,1000
890,Cas Anvar,491
891,Casey Affleck,0
892,Casey Gooden,8
893,Casey Kasem,844
894,Casey Siemaszko,107
895,Casper Christensen,13
896,Casper Crump,103
897,Casper Martinez,42
898,Cassandra Peterson,922
899,Cassandra Scerbo,689
900,Cassidy Gifford,40
901,Cassie Ventura,158
902,Catalina Sandino Moreno,280
903,Catherine Bell,636
904,Catherine Deneuve,963
905,Catherine Dent,99
906,Catherine Dyer,768
907,Catherine Hicks,311
908,Catherine Lambert,11
909,Catherine Lough Haggquist,310
910,Catherine McCormack,306
911,Catherine O'Hara,925
912,Catherine Parks,20
913,Catherine Schell,80
914,Catherine Tate,392
915,Cathryn de Prume,354
916,Cathy Moriarty,394
917,Cat Ly,5
918,Catriona MacColl,48
919,CCH Pounder,1000
920,Cecelia Antoinette,196
921,Cécile De France,447
922,Cecilia Pillado,625
923,Cecil Kellaway,40
924,Cedric the Entertainer,436
925,Celeste Holm,297
926,Celia Imrie,186
927,Celia Weston,258
928,Celina Beach,66
929,Celina Jade,305
930,Céline Sallette,114
931,Cem Yilmaz,523
932,Cesar Romero,370
933,Chad Allen,232
934,Chad Bishop,277
935,Chad L. Coleman,741
936,Chad Lindberg,445
937,Chad Lowe,372
938,Chandler Canterbury,329
939,Channing Tatum,17000
940,Charice,491
941,Charis Michelsen,5
942,Charla Cochran,270
943,Charles Aidman,23
944,Charles Aznavour,125
945,Charles Baker,500
946,Charles Grodin,449
947,Charles Halford,218
948,Charles Irving Beale,104
949,Charles Keating,137
950,Charles King,4
951,Charles Linton,6
952,Charles Martinet,283
953,Charles Martin Smith,188
954,Charles Mesure,349
955,Charles Napier,503
956,Charles S. Dutton,534
957,Charlie Bewley,487
958,Charlie Cox,0
959,Charlie Hunnam,16000
960,Charlie Korsmo,678
961,Charlie McDermott,496
962,Charlie Murphy,203
963,Charlie Rowe,882
964,Charlie Saxton,224
965,Charlie Tahan,268
966,Charlie Talbert,767
967,Charlie Yeung,68
968,Charlize Theron,9000
969,Charlotte Bøving,10
970,Charlotte Le Bon,201
971,Charlotte Lewis,148
972,Charlotte Rae,430
973,Charlotte Rampling,844
974,Charlotte Stewart,121
975,Charlotte Sullivan,388
976,Charly Bivona,89
977,Charlyne Yi,529
978,Chase Armitage,111
979,Chase Ellison,772
980,Chase Masterson,189
981,Chasty Ballesteros,295
982,Chatchai Plengpanich,6
983,Chazz Palminteri,979
984,Cheech Marin,843
985,Chelan Simmons,440
986,Chelcie Ross,244
987,Chelsea Bond,16
988,Chelsea Field,95
989,Chelsea Handler,439
990,Chelse Swain,36
991,Chelsey Reist,63
992,Chemeeka Walker,0
993,Chen Chang,103
994,Chenoa Maxwell,48
995,Cherami Leigh,152
996,Cheri Oteri,244
997,Cherry Jones,242
998,Cheryl Hines,541
999,Cheryl Ladd,476
1000,Cheryl Penland,4
1001,Cheryl Tiegs,96
1002,Chester,6
1003,Cheyenne Haynes,650
1004,Cheyenne Jackson,469
1005,Chiaki Kuriyama,640
1006,Chiara Caselli,24
1007,Chi Chung Lam,3
1008,Chi Ling Chiu,62
1009,Chi McBride,466
1010,Chi Muoi Lo,308
1011,China Chow,169
1012,Chin-Chien Chang,0
1013,Ching Wan Lau,27
1014,Chita Rivera,151
1015,Chloe Bridges,516
1016,Chloë Grace Moretz,17000
1017,Chloe Hollings,0
1018,Chloe Rose,40
1019,Chris Andrew Ciulla,215
1020,Chris Barrie,240
1021,Chris Bauer,638
1022,Chris Brochu,795
1023,Chris Brown,997
1024,Chris Bruno,186
1025,Chris Cleveland,42
1026,Chris Cox,31
1027,Chris Eigeman,88
1028,Chris Elliott,571
1029,Chris Ellis,178
1030,Chris Evans,11000
1031,Chris Gauthier,434
1032,Chris Geere,220
1033,Chris Harrison,98
1034,Chris Hemsworth,26000
1035,Chris Kattan,357
1036,Chris Klein,841
1037,Chris Lowell,940
1038,Chris Marquette,355
1039,Chris Miller,50
1040,Chris Moss,33000
1041,Chris Mulkey,535
1042,Chris New,75
1043,Chris Noth,962
1044,Chris Owen,526
1045,Chris Parnell,432
1046,Chris Penn,455
1047,Chris Pontius,218
1048,Chriss Anglin,885
1049,Christa B. Allen,533
1050,Christa Miller,467
1051,Christel Khalil,72
1052,Chris Thomas,21
1053,Christiana Leucas,165
1054,Christian Alvarez,15
1055,Christian Anderson,17
1056,Christian Bale,23000
1057,Christian Berkel,104
1058,Christian Camargo,602
1059,Christian Campbell,168
1060,Christian Clavier,106
1061,Christian Clemenson,97
1062,Christian Kapper,0
1063,Christian Keyes,761
1064,Christian Monzon,2000
1065,Christian Stolte,189
1066,Christie Burke,380
1067,Christina Chambers,25
1068,Christina Cox,567
1069,Christina Hart,12
1070,Christina Milian,1000
1071,Christina Moore,301
1072,Christina Vidal,236
1073,Christine Cavanaugh,368
1074,Christine Lakin,518
1075,Christine Taylor,838
1076,Christo Jivkov,260
1077,Christophe Cherki,0
1078,Christopher Abbott,321
1079,Christopher Atkins,511
1080,Christopher B. Duncan,81
1081,Christopher Berry,207
