actor_id:int,movie_id:int
6064,111
373,112
3756,112
3985,112
3046,113
3551,113
5868,113
468,114
3877,114
5450,114
24,115
79,115
2505,115
3021,116
4671,116
6064,116
700,117
2577,117
3119,117
2702,118
4144,118
4513,118
2702,119
3059,119
4755,119
4436,120
4532,120
5020,120
295,121
2798,121
4254,121
112,122
373,122
2957,122
1812,123
3158,123
5168,123
836,124
1572,124
5178,124
1765,125
2820,125
4016,125
804,126
3486,126
5398,126
2445,127
2693,127
3785,127
3339,128
4182,128
6225,128
337,129
396,129
741,129
1306,130
1924,130
5041,130
1306,131
5041,131
5170,131
968,132
1673,132
6160,132
185,133
6157,133
6160,133
801,134
1534,134
5853,134
1090,135
1411,135
2957,135
744,136
2537,136
2970,136
1056,137
3585,137
4316,137
572,138
924,138
2441,138
4836,139
5070,139
5573,139
1575,140
2318,140
5192,140
1182,141
1852,141
4481,141
3055,142
3644,142
4024,142
1289,143
2270,143
5567,143
396,144
1034,144
4353,144
968,145
5868,145
6246,145
437,146
482,146
5867,146
396,147
1034,147
4353,147
1016,148
1550,148
2499,148
3276,149
4451,149
4775,149
1683,150
3585,150
3601,150
1016,151
1090,151
2957,151
2728,152
5340,152
5858,152
396,153
444,153
5480,153
1596,154
2914,154
4749,154
141,155
896,155
1102,155
3974,156
4542,156
4997,156
337,157
2030,157
4234,157
11,158
4471,158
5381,158
1673,159
4755,159
5858,159
939,160
2458,160
3967,160
1281,161
1724,161
5863,161
1440,162
2318,162
3212,162
849,163
2318,163
4482,163
3174,164
5958,164
6215,164
700,165
3110,165
4544,165
924,166
2441,166
3930,166
1175,167
4987,167
5834,167
1662,168
3209,168
6222,168
807,169
5570,169
6158,169
4997,170
5135,170
6160,170
396,171
5071,171
5356,171
337,172
2820,172
6098,172
2728,173
4180,173
5858,173
2318,174
3170,174
3368,174
1401,175
2951,175
4935,175
936,176
5858,176
5906,176
552,177
1056,177
3845,177
798,178
1034,178
3550,178
2487,179
2820,179
3406,179
249,180
1565,180
2087,180
811,181
1756,181
2087,181
2869,182
4964,182
5247,182
466,183
3968,183
5006,183
626,184
3970,184
5558,184
1342,185
2777,185
4911,185
927,186
3358,186
4894,186
939,187
1646,187
1756,187
1489,188
3985,188
4829,188
2647,189
4267,189
5570,189
1030,190
1572,190
2245,190
1175,191
1524,191
3836,191
1444,192
2477,192
3521,192
3424,193
5041,193
5703,193
700,194
1186,194
5070,194
4723,195
5958,195
6134,195
3892,196
4682,196
4826,196
3551,197
3724,197
5868,197
559,198
5192,198
5496,198
2957,199
4873,199
5561,199
321,200
380,200
542,200
123,201
1683,201
3968,201
337,202
1281,202
6098,202
2245,203
3100,203
5775,203
2702,204
3059,204
5258,204
3424,205
5041,205
5703,205
413,206
2808,206
3999,206
3630,207
4978,207
5858,207
2275,208
3029,208
6160,208
274,209
1199,209
5214,209
295,210
337,210
472,210
396,211
1795,211
3659,211
3754,212
5832,212
5901,212
1306,213
2030,213
5170,213
811,214
1664,214
1852,214
2131,215
6160,215
6246,215
182,216
1456,216
1486,216
1366,217
4834,217
5170,217
4836,218
5070,218
5573,218
700,219
2820,219
6119,219
1306,220
1924,220
6018,220
2654,221
5192,221
5542,221
468,222
3877,222
5450,222
2399,223
2957,223
4544,223
180,224
5170,224
5832,224
2702,225
3059,225
4755,225
3144,226
5375,226
5867,226
2671,227
4227,227
4811,227
7,228
792,228
2318,228
1646,229
4671,229
6064,229
1673,230
4626,230
5025,230
138,231
2577,231
3585,231
3910,232
4820,232
5120,232
1158,233
5901,233
6075,233
2728,234
5318,234
5522,234
2928,235
4146,235
6073,235
1153,236
4303,236
5827,236
1507,237
2449,237
5361,237
1623,238
4964,238
5858,238
667,239
3176,239
3937,239
295,240
1030,240
2361,240
4826,241
5623,241
5654,241
4003,242
4436,242
4708,242
572,243
1494,243
3157,243
968,244
4144,244
5340,244
693,245
4066,245
4376,245
185,246
3968,246
5407,246
138,247
1068,247
6064,247
12,248
2030,248
2690,248
3371,249
4409,249
5326,249
1570,250
5433,250
5748,250
3029,251
3802,251
5858,251
4316,252
5858,252
6244,252
1090,253
2244,253
4353,253
3212,254
4063,254
5754,254
1090,255
2244,255
4353,255
2474,256
2970,256
5570,256
2318,257
4992,257
5684,257
2336,258
3585,258
4353,258
1794,259
4436,259
5192,259
98,260
5269,260
5996,260
4436,261
4468,261
5095,261
968,262
1034,262
5230,262
1331,263
2722,263
4477,263
277,264
519,264
4741,264
2154,265
2531,265
5972,265
693,266
4477,266
5544,266
4892,267
5787,267
5796,267
4836,268
5070,268
5573,268
419,269
1646,269
2361,269
1175,270
2849,270
6061,270
22,271
2259,271
5890,271
700,272
3120,272
4268,272
337,273
700,273
5540,273
38,274
1941,274
3551,274
914,275
2475,275
4529,275
935,276
1102,276
5890,276
1562,277
1648,277
2072,277
1869,278
4723,278
5614,278
3767,279
3779,279
5794,279
2195,280
5139,280
5570,280
4344,281
5754,281
6246,281
2318,282
4508,282
5916,282
2430,283
4340,283
6001,283
2590,284
3660,284
5721,284
415,285
2228,285
4296,285
807,286
1250,286
2998,286
622,287
1090,287
4544,287
921,288
2789,288
5573,288
2441,289
2869,289
6160,289
3288,290
5341,290
5514,290
798,291
1009,291
6160,291
3585,292
4544,292
4748,292
983,293
2672,293
4376,293
348,294
2684,294
4542,294
543,295
1583,295
3968,295
1565,296
5309,296
5570,296
1490,297
2018,297
6092,297
337,298
4436,298
5026,298
1189,299
1565,299
4514,299
1961,300
2754,300
5858,300
1306,301
1795,301
5170,301
1869,302
2385,302
5829,302
889,303
1815,303
1853,303
2683,304
2869,304
5364,304
1056,305
2957,305
5553,305
1509,306
5155,306
5197,306
2530,307
5776,307
5848,307
1509,308
4194,308
4837,308
649,309
5024,309
5732,309
1516,310
1646,310
6119,310
2474,311
5100,311
6004,311
466,312
1102,312
3551,312
604,313
1494,313
2564,313
1660,314
2919,314
6105,314
807,315
2596,315
5650,315
384,316
436,316
4436,316
1565,317
1693,317
2027,317
911,318
4037,318
5184,318
849,319
2318,319
4482,319
1786,320
3059,320
5947,320
337,321
2957,321
5163,321
919,322
3887,322
5974,322
1565,323
3551,323
5551,323
3004,324
3551,324
3985,324
1466,325
4146,325
4905,325
2447,326
4608,326
5376,326
2789,327
2811,327
5867,327
12,328
398,328
4964,328
154,329
1086,329
1941,329
1646,330
2358,330
5163,330
3046,331
3930,331
4202,331
358,332
651,332
6119,332
2228,333
2596,333
5650,333
1489,334
1683,334
4873,334
560,335
2529,335
5933,335
550,336
1034,336
1957,336
823,337
4846,337
5135,337
2347,338
3968,338
5342,338
615,339
1939,339
6013,339
546,340
844,340
1904,340
725,341
1646,341
4593,341
2789,342
3551,342
3585,342
1056,343
4462,343
5448,343
2654,344
3010,344
6253,344
3012,345
3974,345
5089,345
1884,346
2361,346
5247,346
3220,347
5769,347
6119,347
807,348
2030,348
4260,348
1043,349
3428,349
3647,349
1759,350
1970,350
5144,350
1627,351
3055,351
4703,351
1515,352
2245,352
3601,352
90,353
4153,353
5874,353
140,354
693,354
5561,354
568,355
622,355
4544,355
622,356
1090,356
4544,356
53,357
2086,357
6160,357
1565,358
2654,358
4526,358
337,359
1020,359
4473,359
1149,360
2957,360
4316,360
136,361
4157,361
5939,361
1429,362
2487,362
5963,362
2832,363
3930,363
5844,363
807,364
1168,364
4046,364
1507,365
3029,365
3802,365
1229,366
2294,366
3698,366
1091,367
1965,367
3987,367
3659,368
5135,368
5573,368
3608,369
4997,369
6160,369
2970,370
5867,370
6098,370
1509,371
1859,371
5135,371
2231,372
2941,372
4061,372
865,373
1432,373
5931,373
246,374
2228,374
4275,374
224,375
651,375
6120,375
1502,376
3282,376
3783,376
38,377
53,377
2880,377
616,378
3285,378
3651,378
3551,379
3968,379
4873,379
2239,380
3137,380
4267,380
713,381
5025,381
5573,381
2142,382
2865,382
5071,382
128,383
807,383
3334,383
1673,384
5025,384
5035,384
482,385
4296,385
4316,385
1231,386
2812,386
3550,386
534,387
2747,387
3067,387
5765,388
5858,388
5890,388
37,389
3353,389
5307,389
37,390
3055,390
4703,390
2201,391
3361,391
6134,391
3811,392
3911,392
4805,392
919,393
2821,393
4436,393
3477,394
3985,394
5884,394
2165,395
2880,395
3386,395
1239,396
2065,396
4205,396
713,397
3575,397
3659,397
337,398
1565,398
2087,398
1306,399
4316,399
5254,399
226,400
4126,400
6011,400
700,401
910,401
5552,401
1189,402
1592,402
3385,402
373,403
6089,403
6122,403
2951,404
4513,404
5070,404
374,405
1592,405
2004,405
700,406
2228,406
4361,406
1058,407
3581,407
3585,407
4892,408
5787,408
5796,408
3785,409
5256,409
6150,409
801,410
4561,410
5141,410
4376,411
4945,411
5454,411
2654,412
4116,412
4182,412
113,413
2532,413
4755,413
3021,414
4671,414
6064,414
4430,415
4663,415
5867,415
1732,416
2318,416
5070,416
2821,417
3968,417
4503,417
1462,418
2030,418
2228,418
572,419
700,419
1755,419
3659,420
4260,420
4544,420
37,421
3012,421
5570,421
1984,422
2653,422
5709,422
875,423
2284,423
5330,423
1509,424
5192,424
5247,424
1812,425
2361,425
2791,425
1991,426
3088,426
3974,426
3212,427
5163,427
5284,427
2447,428
3632,428
6160,428
2327,429
4101,429
6245,429
223,430
700,430
3968,430
1476,431
2542,431
3004,431
3212,432
4063,432
5754,432
669,433
1146,433
2003,433
1646,434
1884,434
5135,434
1934,435
2832,435
5881,435
3191,436
3589,436
3785,436
245,437
4455,437
6216,437
2354,438
2789,438
4183,438
396,439
700,439
2458,439
3082,440
4868,440
4982,440
561,441
4041,441
5154,441
1331,442
3120,442
4376,442
364,443
1751,443
3372,443
2131,444
4903,444
5707,444
1028,445
2545,445
3478,445
3607,446
4226,446
5282,446
2571,447
4830,447
6167,447
37,448
842,448
3129,448
58,449
2203,449
5711,449
2411,450
3247,450
5341,450
2244,451
3424,451
5871,451
760,452
2388,452
5378,452
394,453
2449,453
5025,453
17,454
5868,454
6094,454
4191,455
5026,455
5906,455
3630,456
4316,456
5572,456
2596,457
2777,457
5650,457
3430,458
5858,458
6003,458
401,459
2702,459
3059,459
697,460
3953,460
4253,460
302,461
4146,461
6061,461
807,462
911,462
5572,462
1426,463
2594,463
5776,463
3120,464
4542,464
5570,464
3004,465
4316,465
5026,465
396,466
807,466
2016,466
37,467
1256,467
5602,467
271,468
2747,468
3503,468
37,469
3012,469
5570,469
373,470
616,470
1646,470
3004,471
3259,471
4658,471
3052,472
3551,472
4394,472
3004,473
3250,473
5026,473
1633,474
2789,474
4620,474
37,475
867,475
3233,475
2698,476
3583,476
5867,476
37,477
489,477
3353,477
958,478
1712,478
5152,478
1363,479
4309,479
5570,479
839,480
1856,480
5135,480
959,481
4353,481
4755,481
1509,482
2030,482
4258,482
2837,483
5070,483
5238,483
3585,484
3592,484
6069,484
616,485
4160,485
6098,485
2273,486
5094,486
6123,486
3009,487
3087,487
3259,487
170,488
3120,488
4189,488
700,489
2807,489
3659,489
274,490
374,490
2228,490
3062,491
3158,491
5856,491
955,492
3968,492
6227,492
3567,493
4418,493
5135,493
2030,494
3138,494
6134,494
1509,495
1612,495
3041,495
4125,496
5552,496
6003,496
37,497
1956,497
5570,497
66,498
1549,498
1737,498
4684,499
4799,499
5176,499
117,500
3064,500
3873,500
968,501
1431,501
4231,501
1592,502
2318,502
5247,502
48,503
4143,503
4423,503
355,504
5070,504
5131,504
37,505
3012,505
4171,505
2259,506
3754,506
3968,506
3724,507
3930,507
4353,507
3131,508
4464,508
5148,508
396,509
517,509
2225,509
689,510
807,510
1527,510
798,511
805,511
3006,511
262,512
5650,512
6047,512
963,513
3769,513
5824,513
2980,514
4126,514
4970,514
725,515
2254,515
2686,515
289,516
1723,516
1910,516
1856,517
2087,517
4671,517
739,518
3468,518
4526,518
30,519
1732,519
2127,519
3045,520
3678,520
6064,520
671,521
5883,521
5990,521
33,522
4106,522
4685,522
2440,523
4677,523
4988,523
910,524
1429,524
2680,524
1236,525
1656,525
5301,525
541,526
1404,526
5297,526
30,527
478,527
3088,527
3974,528
4376,528
4454,528
1646,529
3059,529
3428,529
3368,530
4085,530
6120,530
396,531
1779,531
4755,531
2820,532
4723,532
6047,532
37,533
223,533
5801,533
1168,534
4293,534
4671,534
2487,535
2654,535
3756,535
2726,536
5094,536
6021,536
2537,537
3001,537
5024,537
120,538
1827,538
5573,538
2577,539
4039,539
5901,539
4273,540
5572,540
5573,540
22,541
3945,541
6160,541
422,542
4966,542
5997,542
321,543
924,543
2441,543
959,544
1323,544
4998,544
792,545
2318,545
5964,545
337,546
1186,546
4316,546
679,547
4121,547
4436,547
1502,548
2614,548
4871,548
37,549
211,549
4702,549
1719,550
2738,550
4635,550
106,551
2393,551
2477,551
3974,552
4905,552
5168,552
1186,553
4162,553
4316,553
37,554
5214,554
5570,554
514,555
1009,555
5867,555
947,556
2225,556
4012,556
1592,557
3338,557
6211,557
552,558
4414,558
5318,558
3098,559
4755,559
5867,559
337,560
3927,560
5024,560
348,561
2697,561
3669,561
21,562
736,562
1264,562
1070,563
1466,563
1646,563
482,564
3957,564
4318,564
807,565
1168,565
5884,565
911,566
3630,566
5882,566
1057,567
1733,567
2272,567
37,568
4676,568
5290,568
911,569
3010,569
5570,569
487,570
749,570
807,570
538,571
2926,571
3119,571
490,572
2053,572
4839,572
1309,573
2272,573
5571,573
807,574
2798,574
4849,574
2537,575
3968,575
4376,575
798,576
2228,576
3541,576
1189,577
2594,577
5349,577
1092,578
3373,578
3700,578
725,579
765,579
4053,579
1507,580
4275,580
5901,580
807,581
4162,581
5071,581
3009,582
5572,582
5573,582
12,583
3009,583
5318,583
2929,584
4251,584
4436,584
2313,585
2509,585
4700,585
3055,586
3261,586
4703,586
163,587
3985,587
4873,587
37,588
4020,588
5197,588
1943,589
2693,589
5799,589
2020,590
3567,590
6119,590
2672,591
3356,591
4862,591
2513,592
4104,592
4607,592
750,593
2449,593
2504,593
120,594
3810,594
6187,594
2203,595
2667,595
3925,595
1232,596
1853,596
5650,596
1397,597
2627,597
4496,597
814,598
3100,598
6134,598
4513,599
4695,599
4862,599
997,600
4099,600
5128,600
1198,601
2705,601
5168,601
984,602
2057,602
2970,602
1092,603
2261,603
3120,603
1877,604
3532,604
6064,604
630,605
1667,605
5789,605
1489,606
3592,606
4911,606
700,607
1102,607
4144,607
669,608
3120,608
5070,608
1646,609
2358,609
5163,609
807,610
1955,610
2888,610
2728,611
3054,611
3651,611
3239,612
3743,612
4440,612
2385,613
4473,613
5858,613
650,614
814,614
1975,614
3683,615
4128,615
6084,615
1175,616
4850,616
5254,616
271,617
767,617
2747,617
1036,618
3009,618
3802,618
2087,619
4316,619
4822,619
2993,620
3574,620
4137,620
2807,621
4477,621
4837,621
123,622
207,622
5570,622
1406,623
4710,623
5123,623
542,624
1673,624
2723,624
616,625
650,625
3968,625
3937,626
4121,626
5840,626
478,627
1965,627
2904,627
1572,628
5278,628
6220,628
807,629
1509,629
3894,629
1411,630
2272,630
4374,630
700,631
3785,631
6043,631
939,632
986,632
1153,632
396,633
786,633
2011,633
539,634
1530,634
1646,634
2020,635
4759,635
5693,635
5262,636
5560,636
5754,636
928,637
2501,637
5395,637
807,638
1168,638
5127,638
552,639
2596,639
5024,639
302,640
1036,640
3651,640
2164,641
5262,641
5667,641
4270,642
4316,642
4846,642
714,643
1406,643
5112,643
2788,644
3515,644
4513,644
418,645
710,645
1034,645
337,646
490,646
3499,646
973,647
2357,647
4392,647
1,648
3971,648
5650,648
2007,649
3732,649
5149,649
801,650
4316,650
4746,650
364,651
3424,651
5041,651
2025,652
3905,652
5024,652
2411,653
4273,653
5572,653
80,654
5019,654
6058,654
3585,655
4316,655
5378,655
2510,656
3835,656
5413,656
463,657
4036,657
5167,657
1669,658
2537,658
6110,658
2687,659
3476,659
5559,659
223,660
1466,660
4997,660
18,661
2152,661
4192,661
3551,662
4145,662
5479,662
798,663
5542,663
5572,663
550,664
1572,664
5163,664
3350,665
4026,665
6158,665
2261,666
3164,666
4341,666
2667,667
3925,667
4289,667
1173,668
4482,668
4557,668
3968,669
5867,669
6064,669
1572,670
4836,670
4837,670
3100,671
3634,671
3669,671
1502,672
2142,672
5561,672
4182,673
4316,673
4888,673
801,674
2203,674
3046,674
2135,675
3259,675
3819,675
3227,676
4257,676
5867,676
3910,677
4820,677
5120,677
84,678
1818,678
3090,678
373,679
1676,679
2318,679
1363,680
2649,680
5867,680
38,681
293,681
6119,681
396,682
5612,682
5895,682
4018,683
5025,683
5197,683
174,684
1920,684
2416,684
1152,685
1215,685
6129,685
2553,686
3549,686
5650,686
667,687
1489,687
5227,687
807,688
1314,688
3603,688
436,689
2612,689
4436,689
3120,690
3406,690
3841,690
11,691
2303,691
5307,691
5649,692
5858,692
6065,692
1450,693
1612,693
4801,693
2951,694
4366,694
5192,694
1071,695
1235,695
3516,695
2694,696
3516,696
6150,696
52,697
4021,697
4645,697
632,698
689,698
4260,698
2596,699
2821,699
4039,699
1219,700
4072,700
6212,700
226,701
4163,701
4565,701
2985,702
3059,702
3424,702
700,703
1862,703
4045,703
750,704
3381,704
3985,704
1945,705
2505,705
2577,705
807,706
2474,706
4945,706
4176,707
4191,707
4966,707
830,708
3341,708
4275,708
506,709
2337,709
5911,709
889,710
2142,710
2693,710
807,711
1869,711
3046,711
601,712
2228,712
3430,712
3923,713
4162,713
5864,713
1381,714
4196,714
5478,714
3071,715
5058,715
6018,715
968,716
1481,716
4436,716
422,717
673,717
6098,717
911,718
1507,718
2373,718
1461,719
2228,719
4868,719
4683,720
5490,720
5618,720
776,721
983,721
2982,721
1410,722
3985,722
5765,722
5227,723
5419,723
6105,723
3158,724
5102,724
6018,724
679,725
2345,725
3012,725
1228,726
2698,726
6244,726
271,727
3010,727
6119,727
989,728
1738,728
2020,728
2087,729
4144,729
6060,729
649,730
5024,730
5732,730
1809,731
2200,731
3230,731
2667,732
4157,732
5867,732
1636,733
2782,733
5778,733
274,734
911,734
1986,734
1777,735
4601,735
5361,735
3056,736
3968,736
4434,736
2393,737
2849,737
5707,737
1127,738
1314,738
5804,738
4361,739
4468,739
4716,739
425,740
1680,740
3930,740
354,741
2660,741
3634,741
1509,742
1985,742
4600,742
871,743
1738,743
4282,743
968,744
2596,744
2803,744
197,745
1275,745
1612,745
372,746
5650,746
6168,746
3004,747
3428,747
5691,747
4846,748
5026,748
5858,748
229,749
5703,749
5889,749
3376,750
3592,750
5136,750
626,751
2487,751
3120,751
1046,752
1592,752
5214,752
246,753
1592,753
4436,753
807,754
2556,754
4316,754
223,755
1507,755
3651,755
2740,756
3430,756
5309,756
1466,757
2441,757
5858,757
568,758
1646,758
5094,758
624,759
2395,759
2612,759
1429,760
5026,760
5858,760
3651,761
4191,761
5204,761
3096,762
4064,762
4286,762
2183,763
3968,763
4312,763
607,764
1650,764
1853,764
1452,765
2705,765
2933,765
113,766
3420,766
6253,766
1509,767
2098,767
4822,767
2857,768
3428,768
5025,768
867,769
1987,769
5496,769
2240,770
2451,770
2788,770
760,771
2463,771
5167,771
3227,772
5026,772
5649,772
364,773
1711,773
3411,773
807,774
2820,774
5511,774
836,775
2385,775
2869,775
2866,776
4868,776
5609,776
1795,777
1965,777
3974,777
43,778
595,778
4511,778
1466,779
5003,779
5102,779
719,780
4604,780
4712,780
1185,781
2041,781
4482,781
697,782
2702,782
5024,782
2087,783
3112,783
4822,783
2024,784
4202,784
4868,784
3688,785
4383,785
5692,785
1481,786
2372,786
5926,786
1541,787
2142,787
5609,787
204,788
4316,788
6119,788
1550,789
1705,789
5934,789
1056,790
2087,790
3985,790
710,791
5186,791
6078,791
4513,792
4525,792
6173,792
3536,793
3968,793
4316,793
2234,794
4201,794
5071,794
1503,795
3120,795
5890,795
4166,796
4872,796
5585,796
643,797
1435,797
3921,797
1646,798
2030,798
2475,798
2993,799
3574,799
5868,799
924,800
3104,800
4621,800
667,801
1152,801
1688,801
678,802
1503,802
4873,802
1010,803
2937,803
4681,803
916,804
2875,804
5024,804
1,805
223,805
5024,805
807,806
885,806
4257,806
4805,807
5025,807
5561,807
968,808
3968,808
6160,808
4116,809
4755,809
6253,809
544,810
616,810
5094,810
4481,811
5622,811
6176,811
103,812
2427,812
3070,812
54,813
700,813
5809,813
2865,814
3227,814
5349,814
1034,815
5025,815
5309,815
2869,816
3967,816
5632,816
4107,817
4251,817
5309,817
2487,818
4756,818
5963,818
1149,819
1489,819
4154,819
5027,820
5999,820
6162,820
3337,821
3963,821
6134,821
79,822
919,822
3364,822
3802,823
4249,823
5420,823
426,824
846,824
1623,824
30,825
1153,825
3985,825
725,826
2527,826
5553,826
2445,827
3692,827
5309,827
2957,828
4522,828
5976,828
2596,829
4239,829
5680,829
337,830
4468,830
5732,830
6,831
1674,831
3589,831
1140,832
2487,832
4570,832
1692,833
5192,833
5531,833
1820,834
3288,834
4315,834
697,835
3267,835
3552,835
1654,836
3308,836
4500,836
878,837
4369,837
5502,837
2385,838
3010,838
6154,838
1331,839
3873,839
5704,839
3440,840
4941,840
5650,840
3786,841
3964,841
5017,841
37,842
3012,842
5703,842
3333,843
3391,843
4162,843
2768,844
3055,844
5077,844
689,845
4260,845
5425,845
1429,846
4368,846
5945,846
1043,847
1246,847
3428,847
223,848
968,848
3259,848
37,849
3530,849
6120,849
762,850
1507,850
5739,850
1089,851
4436,851
5517,851
1056,852
2367,852
4229,852
510,853
740,853
4492,853
693,854
5692,854
6064,854
459,855
1646,855
4123,855
5220,856
5485,856
5867,856
581,857
2747,857
3980,857
649,858
5024,858
5732,858
1056,859
1970,859
2364,859
3828,860
3905,860
4383,860
1363,861
2441,861
2474,861
3361,862
4191,862
6160,862
18,863
725,863
2293,863
228,864
1986,864
5764,864
1041,865
4129,865
5867,865
2487,866
4258,866
5572,866
916,867
1812,867
1982,867
1016,868
1509,868
2520,868
669,869
1941,869
4367,869
1509,870
4986,870
6047,870
2493,871
3438,871
6160,871
1832,872
2202,872
4154,872
1494,873
1652,873
5100,873
295,874
1185,874
4436,874
1005,875
1382,875
6073,875
20,876
2529,876
5025,876
1088,877
1608,877
2026,877
4123,878
4186,878
6073,878
772,879
2418,879
5650,879
807,880
2373,880
4101,880
2570,881
3206,881
6173,881
2869,882
3083,882
4513,882
3761,883
4541,883
4746,883
2777,884
4116,884
5768,884
271,885
862,885
1281,885
956,886
2297,886
4655,886
288,887
2801,887
4726,887
4168,888
4361,888
5024,888
568,889
4538,889
5890,889
3134,890
4004,890
5212,890
4407,891
5141,891
6120,891
1189,892
2685,892
4916,892
396,893
2891,893
4021,893
3968,894
5382,894
5726,894
4018,895
4021,895
6119,895
3100,896
3406,896
4544,896
741,897
5174,897
5214,897
337,898
1185,898
4162,898
3259,899
3339,899
4316,899
1746,900
3438,900
5024,900
2087,901
4270,901
4276,901
12,902
1676,902
3029,902
968,903
4584,903
5511,903
625,904
790,904
2908,904
2261,905
2667,905
3504,905
4966,906
5120,906
5561,906
2314,907
5817,907
5958,907
704,908
4756,908
5509,908
1446,909
1809,909
4709,909
122,910
296,910
1501,910
2502,911
3661,911
5438,911
956,912
5650,912
5851,912
4491,913
5765,913
5901,913
3768,914
5135,914
6160,914
2589,915
3017,915
5650,915
223,916
765,916
2866,916
230,917
628,917
5842,917
2405,918
3828,918
4383,918
1376,919
3543,919
5839,919
396,920
3212,920
3339,920
1056,921
1314,921
6004,921
565,922
3294,922
3406,922
2789,923
3449,923
4964,923
4008,924
5570,924
5732,924
38,925
542,925
2957,925
1021,926
4671,926
5874,926
2087,927
3567,927
4162,927
4798,928
5135,928
6244,928
2287,929
3379,929
4542,929
684,930
3288,930
5858,930
3295,931
5025,931
5026,931
2693,932
3551,932
5867,932
2225,933
2690,933
4578,933
385,934
2951,934
3004,934
1173,935
3134,935
4101,935
373,936
697,936
5703,936
189,937
2767,937
4201,937
1358,938
4275,938
4431,938
4278,939
4525,939
5192,939
2092,940
4009,940
5860,940
1607,941
3356,941
5024,941
244,942
3194,942
4880,942
2445,943
3785,943
6036,943
5027,944
5074,944
5900,944
4024,945
5076,945
6089,945
184,946
3032,946
3974,946
3424,947
5041,947
5703,947
654,948
1039,948
3224,948
3018,949
3968,949
4162,949
112,950
4202,950
4316,950
4258,951
5378,951
5884,951
3737,952
5456,952
6187,952
4309,953
4755,953
5070,953
2228,954
5572,954
6119,954
37,955
4709,955
5570,955
90,956
2856,956
6221,956
123,957
1187,957
3120,957
30,958
3985,958
5767,958
245,959
939,959
1226,959
700,960
3406,960
5858,960
697,961
1324,961
6253,961
1646,962
4054,962
5765,962
2281,963
3120,963
3583,963
3607,964
3886,964
6119,964
364,965
2957,965
4101,965
1509,966
2510,966
4710,966
602,967
1468,967
6129,967
1657,968
